Updated on:,F2,F3,2022-11-28,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,Contact:,Food & Trade Statistics Branch - Tel 020 8026 3006  Email: familyfood@defra.gov.uk,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61
16701,,,,Lettuce and leafy salads,g,36.199539773009,39.5033001554231,37.7375647831429,38.1139767699632,39.6977987231067,39.0423535045849,40.9246134178595,37.9040490327205,42.0978573765449,41.0265028336149,43.4015259192962,40.1054267811539,47.6282558451213,46.875819883,48.1620123073532,54.376706039784,50.9892402986005,55.6061064811206,54.5566117058828,52.3465373592538,52.7980025761141,56.3125709236549,55.7148035913859,57.1612919103259,53.6200659331483,57.5894200087248,59.7744983643565,63.036389466530629,43.114080267905024,43.788889891893163,43.849318617852056,43.846166477882129,43.954304484421677,40.3104027986818,36.6878911783475,35.664723907977553,36.512106501159657,34.490518060949015,32.5601584910933,31.207347302919,32.4770783669317,32.5923132929628,34.1864196622055,31.4346903779998,31.6887956573312,32.9373098409741,29.4957140774063,34.7546985730495,üü,9.6750376659046271,17.829656477689952,,,,üü
16702,,,,Prepared lettuce salads,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.697143544739088,19.272001356807252,17.698172841693339,17.219709213251235,17.774410413503443,18.458112156184914,16.1870736014396,17.542663375577099,19.051516632188317,18.040648131987332,18.6912065954203,19.3472075131672,18.2242145921668,17.1334612564367,17.2386109140919,16.1430466174571,15.5405211815123,16.7467375346864,16.1270130208278,16.5547082871234,üü,6.5260816787636733,2.6520426674378537,,,,üü
168,,,Fresh peas,,g,13.2382347893663,10.7567328130836,8.66371623665479,17.1517832283616,13.2066703914884,11.6046968652123,10.1824473183821,12.7126831939846,13.3233718531641,9.25206886712356,8.20002534864667,9.2406194865452,12.4257827962988,10.8072761267729,9.09209632943995,11.4529152576192,11.3245109284985,3.27051628962877,3.41305853418192,3.48590664791129,3.87587847753404,3.87252298245476,4.29170802624716,5.7341173132686,5.8136541282917,5.73487195259271,5.87055721254931,5.4995572399698913,5.4711955463367756,6.0120220457316087,4.4296074490266149,6.075867481380806,6.2014554529107642,6.1456798645940705,5.12812822972533,5.4586345440540125,4.6305218019105645,4.9551755768455452,4.04225038164936,4.57541658650807,4.58505190831947,5.05660118196617,4.77670997500286,5.90110503656933,4.07738759558774,3.79379120785413,4.08978146710167,4.93278548181187,,20.979067262327128,20.61244644711099,,,,ü
169,,,Fresh beans,,g,38.4284859170082,30.4810867076879,31.0180543224466,40.6980242421219,43.8739593067359,39.061582103693,44.0214276852886,34.8588058090748,35.8972606916322,25.6838289900815,32.1601451402259,32.1459100790135,28.9844849968583,29.2291219596079,29.1588209075531,28.7667719260874,24.7545843049631,19.020111757013,15.3591199095917,18.5070701193864,17.8216235324606,15.1616898081843,17.6034187372229,16.6856037557115,19.6925577062096,23.8658626244085,21.8840005995382,21.683896692736361,22.981585839607881,21.842856578972622,21.928521847160187,22.841401296766048,19.057217284420314,23.150693500940207,20.4275591773405,19.376451217891145,19.090742438010139,22.137468669092701,20.2749936231014,17.1493615532311,18.5104164873764,18.9327202835607,19.3990485120288,14.7694441728663,19.5202321076843,14.7448665441965,16.4620892310741,18.0027355676131,ü,-7.7739677054033693,9.3587534055573727,,,,üü
171,,,Other fresh green vegetables,,g,6.62306511973466,7.21721436964646,8.47303246210352,7.53610295449395,8.15691455007998,3.59636032925655,8.71706805454748,7.49400906509851,5.43275609279682,7.30893340441336,7.30330628445549,5.47158566854736,10.1552391720447,10.0967085930106,11.9091023411376,14.3387366071142,15.2073841878217,4.12312802262938,2.75740402034358,2.91367855933029,2.85582839727121,2.81643900712488,6.70893749405335,6.18397563574494,7.22836201650502,7.94603429283127,9.98882104475417,4.3305058005793873,4.5467442417152988,4.3329216079354511,5.2568521087692277,6.4217571963323596,6.0957290596151568,6.6768090657094143,6.41355596058467,6.1623054495598462,6.479464572963054,6.4721448411195661,6.63678460911689,7.62063361123596,8.24799198895266,10.7060899018031,11.8528649113943,13.7061313454873,12.085371161529,11.4691614110034,14.1639699648798,15.8250762910009,ü,30.944065180028012,11.72768884881757,yes,k,,üü
172183,,Other fresh vegetables,,,g,404.328170410605,404.570103511801,424.135702050285,431.572072082752,462.654797947638,455.605828580585,465.559743321075,461.543450705513,457.280748115554,460.337558245286,447.325116033621,460.502360724989,493.560696301805,491.22729636843,491.962467048312,502.6689719503,474.831758118288,477.130454548696,491.300358473477,493.922008823746,479.668372283866,486.460238515577,503.574251740989,511.571082423958,498.57211753348,513.120597378163,505.862981576843,502.44461733575793,504.72992510327333,504.71309503072223,535.62585322203608,567.13845206871804,565.84698482390536,565.99777158651511,557.017524681444,552.13603932261731,565.3440422290264,550.35960770508143,551.126276657845,568.828682821076,564.272152825407,575.461013108214,586.669132186407,609.392703232349,583.230799343739,577.648433006302,594.720347726839,660.919707905113,üüü,13.320439978271246,11.131174581684233,yes,k,,üüü
172,,,Fresh carrots,,g,86.6981387614829,80.2100323708046,93.9884942685736,96.3353562413514,113.209890130089,107.786589518265,108.385116948988,105.107875277359,106.032697427522,103.644812358453,106.874264534851,113.520345525095,120.151437845419,120.030440489957,120.37698894813,121.441991415797,116.411133138041,119.389770268991,121.380203918084,122.436970295718,117.853708611497,114.271158523945,113.550177403692,120.091493869213,117.045976834717,114.581726031102,114.45021101035,101.76586473341079,98.934662170172587,99.23071268971816,104.08664206968783,107.34772469049943,107.47630903026649,109.61350591530504,108.493845707037,102.81549862410085,102.20719386417828,100.0810151824286,100.822921571355,100.070855395734,101.504063208061,99.8828672002082,102.329817261443,104.024256592965,101.159511033745,96.332395049035,96.5005598072866,110.687058585672,üü,9.4183408505686028,14.700949721655618,,,,üüü
173,,,Fresh turnips and swede,,g,40.0711790873836,39.0942752147071,38.4772843579478,36.9005788536256,41.2291843920815,38.7975034230854,42.5752982926759,35.3613316699418,39.2982354269801,42.1606279661256,32.7144011583646,33.6581197833483,34.7862974634455,40.5176661633174,35.1785525921541,29.8304348989449,28.8860497964463,31.0985969677589,34.0177047301349,34.533626832341,31.7409819262129,32.560953056938,31.7460340828185,33.6057977979331,30.2200814416725,27.6043583584796,29.3964296023783,22.717841913582468,23.888341789236247,22.773089497887224,22.767404053599801,22.017004407769811,21.780931069075073,20.914279592134996,18.6775400968134,17.303979437761278,16.71086640640446,15.915753648065213,14.0473424334581,14.540337190344,12.7324371228064,12.9339561872809,14.2796196303367,12.5389343371437,11.5915545850411,10.674960454043,11.5429444347166,11.8657371417052,ü,2.365364840864205,2.7964503235216207,,,,ü
174,,,Other fresh root vegetables,,g,24.3423101084336,19.9524445308158,24.0139496039027,25.6367948347696,26.8240521431814,24.2898198243509,24.1224636206024,21.3672318317046,23.6270089736288,20.5462364941317,21.2632599109066,20.8685697610925,23.7526527815867,24.4913645851095,20.9917176201108,21.7093504686911,21.6746596855915,19.8098930459748,22.29154580303,21.0411062527491,19.1663256034072,17.7156224228604,23.5252730840474,22.0666129989298,23.3258619078726,26.4163813924194,19.7468313892368,24.813944960442338,27.68510100830883,24.073654135553078,31.796375410858708,34.718088714522018,38.519026592743835,37.836072905571214,38.5033239021421,39.493874131291363,41.4180964033214,38.890583801428377,37.3969554294458,44.5898810711169,44.3477150434017,48.6240566086957,49.6898868020243,60.7459912032728,53.2783630121179,50.1456282180579,50.6471144855381,55.1615906205245,üü,3.5346949529553799,8.9135900057553972,,,,üü
175,,,"Fresh onions, leeks and shallots",,g,87.3785421972255,85.1339989772349,81.6900349841858,91.1372095668008,98.492289384945,96.6458183787197,96.2286064659598,100.053103599433,90.5046571841253,100.820560508669,88.6748775311133,96.828160212545,101.190943551192,98.4661585246867,99.5651264208331,103.881333628053,92.9362515868429,86.9320996002004,93.5855663600282,97.9320632401312,93.6315091840967,93.4486580050945,99.6950961331352,99.3535899261223,93.8530882765151,97.9513631226845,97.7717540635391,97.603710958029012,99.969115556783606,95.560747124447317,101.74611147238898,112.22297192965094,107.24875389614969,105.98094036299861,113.158966002822,113.41854378794417,109.52086909498551,113.41879746118826,109.359427625304,113.592366861935,109.01211349341,115.426235862202,115.176189628255,111.166942880458,107.539968251431,98.2315860509822,109.864421122133,125.808200971935,üü,16.98738898433778,14.51223215573804,yes,k,,üü
176,,,Fresh cucumbers,,g,22.4518823638269,24.0773861293574,26.6263727375816,25.6332977703278,26.4964857418913,27.0027414733375,28.6118443927103,30.0467151684863,29.6562329157711,28.3171162014212,29.5610209854183,30.225069257234,32.3265043796606,32.9764954224697,33.609507594773,35.380418588069,34.6145838737551,36.4339204003808,36.4180271599468,32.9941480021411,35.1847704730404,34.7337140129488,34.0273703186852,35.0372259502166,34.3874350463984,36.1058282809308,37.1196431736262,37.34198678805766,37.210880784855192,39.816114466795206,41.698022445937269,42.080577041723878,42.38857212821069,42.422580797359679,38.7969905722069,40.680873894734468,41.763655995047507,41.542038997631565,41.9075048965427,45.2978848744072,47.2802679195249,47.044801967885,47.2292036844023,53.8204381198933,50.9585748189955,53.8514466526258,53.1044130795181,58.4657239729331,üü,14.731866384809468,10.095791634844064,yes,k,,üüü
177,,,Fresh mushrooms,,g,13.1506015655568,14.0326030243502,14.1063983152846,14.3433396048813,14.7049521841533,14.9321475457373,16.1982588291694,18.2823603454397,16.4318677696763,19.3113545821616,21.7468073973049,22.0213960777891,26.2233322093543,24.9649869792952,27.4528916070507,28.9516302638617,28.8021003367105,32.6653737411465,32.2597373114668,33.6598236581255,33.6949636514188,35.932462018589,36.8409815672616,37.0669140146309,36.1690497072918,36.4985881385415,37.1069135584933,37.352948661389192,34.975086879815649,35.291558880835353,35.145387617873929,35.708321400157281,35.828190979711984,36.894237276105592,34.2983158022906,33.419834000754278,35.265487575990115,34.084011373725538,34.1943145313848,33.7255067883757,34.5221436335195,33.2631428957747,35.1587059335852,35.7870131789391,35.5264324911737,37.0468848871554,37.3690264096084,42.6714169177538,üü,20.111741949758649,14.189265864261397,yes,k,,üüü
178,,,Fresh tomatoes,,g,105.756472717811,112.478541754664,113.744098023417,110.424593316875,107.378717018178,113.688264346904,110.766378192324,114.668693013941,116.205002850045,110.929675317503,110.048895819751,104.948154199969,110.056652489813,105.791449080197,108.568925975551,113.604507635813,105.912510895621,99.3082714640165,97.2488921250158,95.4791415624028,93.9861086360448,97.9845747429059,97.2413460387164,99.5434258007127,98.4854025807464,102.538442512492,98.4713427350987,97.485187372377027,95.963273822280755,97.891676078405368,99.044765267339599,99.378706980618261,99.573539684442579,95.336407907540675,89.3936587362883,88.101628615974775,93.241860567994323,85.437532664034052,84.6900837011023,86.6842028595295,83.4279585447135,85.2132008036013,86.281959774811,80.8085499952517,83.6456434575454,85.596767272576,87.6806225102487,93.7362272966458,üü,12.063490006173378,6.9064345268411467,yes,k,,üüü
183,,,Miscellaneous fresh vegtables,,g,24.4790436088849,29.5908215098668,31.4890697593921,31.1609018941201,34.3192269531188,32.4629440701858,38.6717765786443,36.6561397992076,35.5250455678054,34.6071748168212,36.4415886959114,38.4325459079167,45.072875581334,43.9887351233975,46.2187562897095,47.8693050510704,45.5944688052798,51.4925290602262,54.0986810657701,55.8451289801364,54.4100041981484,59.8130957322954,66.9479731126327,64.8060220661997,65.0852217382666,71.423909541513,71.7998560441213,83.363131948470041,86.103463091822235,90.075542157080804,99.341144884352275,113.66505690377581,113.03166144330471,116.99974682949919,115.694883861843,116.90180683005586,125.21601232110385,120.98987457657947,128.707726469252,130.327647779635,131.44545385997,133.072751582566,136.523749471549,150.500576924427,139.530751693689,145.768764421826,148.01124587779,162.523752397942,üü,16.478805155962633,9.8050026091496658,yes,k,,üüü
18301,,,,"Fresh vegetable stewpack, stirfry pack etc.",g,4.03703841825111,4.88006333791508,5.19311891447895,5.13899807949429,5.65986318371246,5.35372845748392,6.37767758595542,6.04526251101056,5.85872455063143,5.70735101072046,6.00987914144254,6.33822410795267,7.43333494764694,7.25454051640202,7.62231146635233,7.89451690326704,7.51935513362367,8.49205227910104,8.92185402864177,9.20987497580053,8.97319686155561,9.86426468467767,11.0409354139,10.6876888245878,10.7337339160753,11.7790985386424,11.8410989377792,13.352670195871026,15.063375042028987,16.374294498453885,19.864879921915122,24.504021988999941,25.280852339010156,28.179748338603915,30.7719165759695,28.887092712401024,29.304121405090697,26.743073814113743,29.4647584526374,29.4813830418241,28.6675782759552,27.3364594233457,28.7304738241119,28.0352187997569,23.8947101207351,26.6081026879221,25.1236959909676,28.2332090417062,ü,18.156733850503002,12.376813713462072,,,,ü
18302,,,,Fresh stem vegetables,g,5.48916264929543,6.6354239483022,7.06108573300536,6.98749761340675,7.69571809069277,7.27946658878262,8.67173060226686,8.2197457003643,7.9661099657724,7.76028730686124,8.17163491951046,8.61808569344994,10.1071083123361,9.86400145720818,10.3640597555975,10.7341775901201,10.224069991426,11.5466466644376,12.1310482642626,12.5226704539873,12.200859133405,13.4124443862374,15.0123640174616,14.5320544976717,14.5946620258126,16.0160446946394,16.1003466605668,22.432898946243899,23.680573555451524,23.354115144093157,24.403942323308556,27.042457580097622,25.600131372757918,26.767740032585937,22.2548519236654,25.09782445585472,26.485047134363171,24.508539471941635,23.4386646395762,24.0542643060783,24.3286915467256,25.9759024654664,26.1426486087558,27.4509953394541,27.9845650518121,27.884414063529,25.3882739664772,32.0811179527289,üü,14.638615584455971,26.361949595663368,,,,üü
18303,,,,"Fresh marrow, courgettes, aubergine, pumpkin and other vegetables",g,11.7929527794123,14.2555880182843,15.1700825683135,15.0119853729857,16.5335308580915,15.6392534208915,18.6304024934376,17.6593551870095,17.1144425232177,16.6722517825618,17.5559936721411,18.5151514220169,21.7141773124695,21.1918849618788,22.2662134663577,23.0613770321345,21.965458545443,24.8068908819362,26.0624230844359,26.9037867469586,26.2124052102875,28.8153828569269,32.2526606108125,31.2207605108744,31.3552669320124,34.4089747133078,34.5900896058535,44.107827721574857,43.81808010997203,46.571147641132647,51.042257531899807,57.622067234498921,57.577167561057827,57.545945447752047,58.3213279810077,58.184647147940886,64.424317487653326,64.618425089456267,70.3609184280495,70.7936624395428,73.0148979998379,73.4355285209216,75.6497202196463,89.5260997055503,80.8652375853412,84.2836691826139,90.1051753428182,94.9103464542913,üü,17.368537196378782,5.3328469682136967,yes,k,,üüü
18304,,,,Fresh herbs,g,3.15988976192605,3.81974620536528,4.06478254359427,4.02242082823339,4.43011482062213,4.1904956030278,4.99196589698449,4.7317764008233,4.58576852818385,4.46728471667769,4.70408096281732,4.96108468449723,5.81825500888152,5.6783081879085,5.96617160140191,6.17923352554877,5.88558513478718,6.64693923475143,6.98335568842987,7.20879680338995,7.02354299290021,7.72100380445347,8.64201307045855,8.36551823306573,8.40155886436626,9.21979159492334,9.26832083992181,3.4697350847800417,3.5414343843697393,3.7759848734010713,4.0300651072288449,4.4965101001789245,4.5735101704786034,4.5063130105573723,4.34678738120094,4.7322425138593021,5.0025262939965423,5.1198362010678853,5.44338494898891,5.99833799219022,5.43428603745169,6.32486117283273,6.00090681903556,5.48826307966503,6.78623893580021,6.99257848776077,7.39410057752668,7.29907894921608,ü,7.5570580150136255,-1.2851005651640768,,,,ü
cat702,Processed vegetables excluding processed potatoes,,,,g,372.044814546232,384.876950874044,397.337096436516,398.825934661943,389.438710335639,425.215590267086,417.265729698005,429.219533203264,427.584215734776,431.203502018148,421.518563889666,459.163669409184,484.165726339618,468.013489896997,466.425773011338,451.867114403701,446.155549864417,458.157221311164,454.228653428072,436.210282335521,427.345331197532,430.727311891393,441.5535155078,424.504295640096,409.738640050232,401.452755486042,395.21489331604,362.61837459747431,364.96348192654125,346.40206029095037,344.75393511836387,353.5753744387851,355.0255829425351,349.7807211578135,357.849641245312,350.16626579348264,350.01248935997177,350.74844807432839,351.755348758199,354.260708488402,334.453978888625,346.177874003083,344.789063170543,347.402290946097,368.953200683516,389.295512698029,371.665835890289,415.041754594122,üüü,12.491707301962119,11.67067685947792,yes,k,,üüü
184,,,"Tomatoes, canned or bottled",,g,31.3495968647421,31.4437275416287,35.0460059321158,37.9245514140486,38.2194092815217,41.1201894763374,46.2098302544497,49.5958414580532,44.8865755506708,46.8940142705719,43.6065152430628,52.202728884257,58.9973635917133,48.9070918382263,52.5836650053524,48.1476315273751,48.6763886234825,51.1303705309536,56.1325504737973,54.9061383589435,51.5666379679463,52.5019606765598,54.7966621830765,50.2775495904109,47.4002626199565,45.5949704352092,48.0663681067346,47.254052661090334,47.490771268126593,46.072930777810491,46.252786945705232,47.775798840021515,48.330515680275688,49.57687469208993,54.4108894873432,52.562334921500963,54.335168275883454,52.602377644070096,53.0397416909305,58.3846941911496,55.1183831103111,54.4124051593139,55.7898961912032,62.7983134893489,64.4314310618741,77.5567032224397,66.1444653515853,73.1339436180565,üü,13.50662621139884,10.566988831672031,,,,ü
185,,,"Peas, canned",,g,87.9615471599088,85.2887603584366,87.3617424756036,78.2642143914256,76.0729133280878,82.642784606709,69.4436552454036,72.9466331852098,78.4121168923015,71.0581711354226,67.5920356825804,71.4750730948094,67.0290731925251,60.9849452543579,57.9712933372778,54.3775109768973,47.9570205332962,45.5637156396022,44.1703602752974,39.3677124221502,37.2316306829244,41.395927987079,38.7029856937643,33.8347861163626,34.0128940103322,29.1173509186392,32.5389347064362,32.289412408951712,30.607956496022311,28.573597787358349,27.417044500845144,25.39291196021334,23.651095474765626,23.678844278652207,21.4297090416935,21.432623307003134,18.552930471913086,17.543016830580207,19.0018988556483,15.3462071406888,14.4574491372093,13.5460626228446,13.9687581986868,13.9784511486553,10.8749194351744,13.0254205736128,11.6791796942213,14.4391258163951,ü,32.774554353869043,23.631335371433689,yes,k,,üü
188,,,Beans canned,,g,112.901405100167,119.365529854398,124.511292169202,123.957894579692,122.451849625362,127.962443127405,124.803885580508,129.036902273654,129.925661231372,139.179279090385,139.141836869281,138.526817674473,149.763411928585,143.304492980219,145.265704029374,138.774286684228,136.703791015764,135.877421238995,132.520081233485,123.528268378969,122.604461547213,128.567086420111,137.78229787723,134.654240523209,130.157777582649,123.522704555625,125.636297992227,114.28233901718208,111.34609973146287,100.15307130621058,100.79193567129555,105.33227155704384,106.76020896791533,104.00094041238144,108.067805663746,108.67247379631566,109.1838563077531,107.4246199728483,103.180257962963,103.971405178056,96.2973625139705,100.181133786358,98.9414929491685,91.919946378865,99.7256710548128,106.009587191678,103.2925978656,109.35201140292,üü,9.6528208296700821,5.8662611479713842,,,,üüü
18802,,,,Baked beans in sauce,g,100.482250539149,106.235321570414,110.81505003059,110.322526175926,108.982146166572,113.88657438339,111.075458166652,114.842843023552,115.633838495921,123.869558390443,123.83623481366,123.288867730281,133.289436616441,127.540998752395,129.286476586143,123.509115148963,121.66637400403,120.930904902705,117.942872297801,109.940158857283,109.117970777019,119.964991103729,123.790673469357,123.181449637674,118.768403400669,111.422153117087,113.122464913756,102.37663535536346,98.609386559102589,89.32512968979448,88.978460271608498,89.848971971067584,91.782919348732705,89.551474407745545,94.5582788012942,92.709746291580743,92.753948797378854,90.913789249601152,86.2317746187634,87.3412833090647,79.6301037476025,82.8250709112865,81.9557050722854,71.5539969768857,78.2053829035965,82.3211292357915,78.8820511528833,77.76217656558,üü,-0.56672101275022368,-1.4196823877372118,,,,üü
18803,,,,Other canned beans and pulses,g,12.4191545610184,13.1302082839838,13.6962421386123,13.6353684037661,13.4697034587898,14.0758687440145,13.7284274138559,14.1940592501019,14.2918227354509,15.3097206999424,15.3056020556209,15.237949944192,16.4739753121444,15.7634942278241,15.9792274432312,15.265171535265,15.0374170117341,14.9465163362894,14.5772089356833,13.5881095216866,13.4864907701934,8.60209531638215,13.9916244078724,11.4727908855354,11.3893741819799,12.1005514385383,12.5138330784717,11.905703661818672,12.736713172360123,10.827941616416091,11.813475399687078,15.483299585976475,14.977289619182519,14.449466004635966,13.509526862452,15.962727504734874,16.429907510374058,16.51083072324726,16.9484833441994,16.6301218689914,16.667258766368,17.3560628750713,16.9857878768828,20.3659494019792,21.5202881512163,23.6884579558867,24.4105467127166,31.58983483734,ü,46.790947292936615,29.410599480278503,yes,k,,üü
191,,,Other canned vegetables,,g,42.6799729069355,40.7674337432015,40.3864156474445,36.7243493511323,32.8656580177053,39.8707181160186,38.7632739176687,39.0053524726008,36.3336820101481,37.6267082985767,33.7573628854734,41.0132612972898,38.9655416644316,37.3116858655739,36.7407276613323,33.5570286678109,33.9735248272348,37.4601096244935,37.7352516095585,33.2441653635862,27.1634721667309,29.4699656588623,32.4478943027942,32.1367986267731,29.3519775416505,27.7606919790108,28.7191409321802,24.01048287320771,25.828479739402862,23.463707890450252,22.592406597015593,24.230986533281293,23.494838859414159,22.283316973400765,21.6327944010722,20.15019156064011,19.934002211062978,17.350442701156418,19.2817071094384,18.2765356672808,15.971321493364,18.4449110672052,17.7465651256222,16.5702007974443,16.8577424765857,18.2878220067997,18.809771174284,16.8847799653171,ü,0.16038617726533527,-10.23399589038419,,,,üü
192,,,Dried pulses other than air-dried,,g,10.435882126906,10.1346071644425,9.82469809678714,9.44606864275656,13.3457085220168,9.85876667499322,10.4361006436806,12.8920547039129,9.58256476063694,11.9295840638428,8.24177301731513,9.8638480444381,12.6902628230837,10.6141363966869,9.89513158976184,9.92114479138206,7.70793861489245,7.09101377734319,7.61972792543981,6.43744019861744,6.38609893896392,5.88636678019275,6.03767941341236,5.63315896563066,6.75094072224141,7.64677417764717,5.81187658310693,4.3329584223046407,6.6343137230932845,4.3689038306510399,9.879441588162825,7.6768378280511484,8.1090621265383813,7.5218716939686567,11.285696176972,7.0504083966653068,6.6800469911891112,9.4313948771314617,8.37865635691272,9.76593423135888,6.79151429441868,8.49215214739832,8.69952777392212,9.58374438387644,10.7507278635881,8.95552016333683,6.73195339122053,9.42454791091166,,-12.335722469248706,39.997224627292844,,,,ü
195,,,Air-dried vegetables,,g,1.18962145536461,0.971342390050338,1.00894434827136,0.799549151035914,0.563323670560229,0.555307730115633,0.406262798630724,0.330608415643072,0.328103191050557,0.385781281387398,0.288572197143441,0.333104802235255,0.128783418995666,0.202317100815037,0.115882066623681,0.208567582976867,0.111241214280666,0.523460318034453,0.471019593698801,0.388694629729923,0.594106192689047,0.431155480721291,1.88928666943956,0.880546283937248,0.978247077575967,0.381228148178184,0.685194238836464,0.47810857891892583,0.43158287067860829,0.74723179938422912,0.56512282788008539,0.44230242828219346,0.46361940443073296,0.43262301462349989,0.213953728899648,0.34876156606019676,0.28365009237167049,0.44750674978007465,0.331432777286285,0.326708728038099,0.311522193864689,0.319780835140036,0.374950181549854,0.475782145417086,0.139705958475835,0.446984814931165,0.383631832884759,0.731836070945127,û,423.8402706150232,90.765209821617404,yes,k,,û
196,,,Vegetable juices and purees,,ml,4.40876785517745,3.19713688882087,3.11397522317852,3.91139620049304,3.25051474851913,3.58737445998718,4.42876603732245,3.84916158580971,3.48434999483074,5.41478687593188,4.11785500588879,5.90759192912325,6.32141162671368,6.37740554078776,7.35825816686903,7.94101531268283,6.36825151734655,6.90075655681836,8.87432147892654,7.33671577013424,6.70615913956628,6.32382395570664,6.2135750230213,7.30455941571032,8.37526171151859,7.35391176119996,7.14812704965251,8.6937167604684138,10.448164556351554,7.2055884190544761,8.6728881399314997,8.1077834955355499,9.4225526168674847,9.2052205887399534,8.71784392674748,7.8758231341365654,8.193459142110834,8.7371660888215015,8.39688465761537,7.01899506311281,7.31710914872195,9.1468459961263,10.4615659176756,8.05446526868515,7.7752863029639,8.4239766665149,8.89472496699044,10.330520326173,,32.863536127731557,16.142099553510604,,,,ü
19602,,,,Tomato puree and vegetable purees,ml,3.08613749862422,2.23799582217461,2.17978265622496,2.73797734034513,2.27536032396339,2.51116212199103,3.10013622612572,2.6944131100668,2.43904499638152,3.79035081315231,2.88249850412215,4.13531435038628,4.42498813869958,4.46418387855143,5.15078071680832,5.55871071887798,4.45777606214258,4.83052958977285,6.21202503524858,5.13570103909397,4.6943113976964,4.42667676899465,4.34950251611491,5.11319159099722,5.86268319806301,5.14773823283998,5.00368893475676,5.0443381448291653,4.7653424640318596,2.590593995662684,3.0928287795810681,2.9991306802499791,3.1925416291465387,4.1290072075438182,3.59876164024787,3.8195851733765398,3.953274089644863,3.7457578261424946,3.62422664213593,4.10424280157577,3.78556694614175,3.63718466391563,3.81709614688561,4.6439161698024,4.72990289375474,4.52532319340683,5.31319692928537,5.70126093465592,ü,20.536532413461273,7.303776060541181,,,,ü
19603,,,,"Vegetable juices eg tomato juice, carrot juice",ml,1.32263035655324,0.959141066646262,0.934192566953555,1.17341886014791,0.97515442455574,1.07621233799615,1.32862981119674,1.15474847574291,1.04530499844922,1.62443606277956,1.23535650176664,1.77227757873698,1.8964234880141,1.91322166223633,2.20747745006071,2.38230459380485,1.91047545520396,2.07022696704551,2.66229644367796,2.20101473104027,2.01184774186988,1.89714718671199,1.86407250690639,2.19136782471309,2.51257851345558,2.20617352835999,2.14443811489575,3.6493786156392489,5.6828220923196842,4.6149944233917939,5.5800593603504298,5.1086528152855788,6.2300109877209389,5.0762133811961405,5.1190822864996,4.0562379607600247,4.2401850524659759,4.9914082626790126,4.77265801547944,2.91475226153704,3.53154220258021,5.50966133221068,6.64446977079001,3.41054909888275,3.04538340920916,3.89865347310806,3.58152803770507,4.62925939151711,û,52.009082912790241,29.253752665953972,,,," "
203,,,"Peas, frozen",,g,42.2790684207596,48.0286545876855,48.091669450044,55.4402166954301,53.5674635820629,56.5925188365166,61.1078269461191,58.4592127403668,58.6424466232847,52.7335163527271,55.2288292233041,53.2098310681097,55.9890433691777,59.436056434364,56.8549687684413,52.9225167981231,57.2357253983045,57.0603975844306,47.1131665081249,49.6011707266305,48.7765207608147,42.6420237515412,41.2128045750769,42.822077429154,38.1755174386435,37.5796840913601,36.122978799867,29.462097687106901,28.84450361540997,30.264892863337472,28.339369037576169,28.665764324461097,28.979654930099581,28.968408351650993,30.2149710232171,27.971969547089074,29.26731656759733,31.415110698408668,30.6216406214825,29.502553350786,28.3367531283245,29.1587689709999,28.8204005425177,29.2216240067435,31.3550322514964,30.6074980017643,26.7464649212702,32.9311487551082,ü,5.0266779857531043,23.123369208016829,,,,üü
204,,,"Beans, frozen",,g,15.0897597294618,16.2621470699841,14.0729981387885,16.9221198037311,16.1300102541543,18.5289551545038,18.2432020902913,18.5108492476143,16.0469341987189,15.6465031598332,15.6797765676025,17.2777186080691,17.3686121748052,17.9079610899635,16.7844709450021,16.3751514421124,13.4561514472246,14.5603845397221,13.1247062241506,12.9651285796915,12.8081096067349,12.9840414287994,8.92406362665088,9.21064552501166,9.19466536739005,8.06045201158413,7.54231854709597,5.9596963945232755,5.2709861680229659,5.2485374174301853,5.3572374967962562,3.7532987024834545,3.9274281972952476,4.4662355632760127,4.39565212848015,4.104233261273837,2.8655156340373575,2.9506145131490107,4.16322716157006,4.43785955240759,2.86661230032085,2.95522919355663,3.00279086023229,3.25184915717662,3.35491060040342,2.94817698011114,2.94421652440673,5.08182410482472,,51.474203342814768,72.603613310971824,,,,ü
