Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,FileName
Mass Effect,PC,2008,Role-Playing,Electronic Arts,0,0.59,0,0.09,Role-Playing
.hack//Mutation Part 2,PS2,2002,Role-Playing,Atari,0.23,0.18,0.2,0.06,Role-Playing
Final Fantasy Crystal Chronicles: Ring of Fates,DS,2007,Role-Playing,Square Enix,0.22,0.01,0.42,0.02,Role-Playing
The Witcher 3: Wild Hunt,PC,2015,Role-Playing,Namco Bandai Games,0.2,0.42,0,0.05,Role-Playing
RIFT,PC,2011,Role-Playing,Unknown,0.44,0.16,0,0.07,Role-Playing
Wild ARMs 2,PS,1999,Role-Playing,Sony Computer Entertainment,0.19,0.13,0.31,0.04,Role-Playing
Darkstone,PS,2001,Role-Playing,Electronic Arts,0.37,0.25,0,0.04,Role-Playing
Dragon Quest Monsters: Caravan Heart,GBA,2003,Role-Playing,Enix Corporation,0,0,0.64,0.02,Role-Playing
Legend of Legaia,PS,1998,Role-Playing,Sony Computer Entertainment,0.37,0.25,0,0.04,Role-Playing
Suikoden IV,PS2,2004,Role-Playing,Konami Digital Entertainment,0.17,0.13,0.3,0.05,Role-Playing
Radiata Stories,PS2,2005,Role-Playing,Square Enix,0.18,0.14,0.29,0.05,Role-Playing
World of Dragon Warrior - Torneko: The Last Hope,PS,1999,Role-Playing,Enix Corporation,0.02,0.01,0.58,0.04,Role-Playing
Fire Emblem: Shadow Dragon,DS,2008,Role-Playing,Nintendo,0.31,0.03,0.27,0.03,Role-Playing
Drakengard,PS2,2003,Role-Playing,Square Enix,0.19,0.15,0.26,0.05,Role-Playing
Champions: Return to Arms,PS2,2005,Role-Playing,Sony Online Entertainment,0.32,0.25,0,0.08,Role-Playing
Star Ocean: First Departure,PSP,2007,Role-Playing,Square Enix,0.2,0.14,0.22,0.09,Role-Playing
Dragon Age: Inquisition,PS3,2014,Role-Playing,Electronic Arts,0.26,0.23,0.05,0.1,Role-Playing
Diablo III,XOne,2014,Role-Playing,Activision,0.35,0.24,0,0.05,Role-Playing
NieR,PS3,2010,Role-Playing,Square Enix,0.17,0.2,0.2,0.07,Role-Playing
White Knight Chronicles II,PS3,2010,Role-Playing,Sony Computer Entertainment,0.23,0.09,0.27,0.05,Role-Playing
X-Men Legends II: Rise of Apocalypse,PS2,2005,Role-Playing,Activision,0.53,0.02,0,0.09,Role-Playing
Monster Hunter 2,PS2,N/A,Role-Playing,Capcom,0,0,0.63,0,Role-Playing
Dragon Quest Monsters Joker 3,3DS,2016,Role-Playing,Square Enix,0,0,0.63,0,Role-Playing
Shin Megami Tensei: Persona 3 FES,PS2,2007,Role-Playing,Tecmo Koei,0.22,0.2,0.16,0.05,Role-Playing
Shin Megami Tensei: Persona 3 Portable,PSP,2009,Role-Playing,Ghostlight,0.18,0.06,0.34,0.04,Role-Playing
Final Fantasy VII International,PS,1997,Role-Playing,Square,0,0,0.59,0.04,Role-Playing
Wild ARMs 3,PS2,2002,Role-Playing,Ubisoft,0.16,0.13,0.29,0.04,Role-Playing
Sacred 2: Fallen Angel,PS3,2009,Role-Playing,Deep Silver,0.22,0.23,0.08,0.09,Role-Playing
Bahamut Lagoon,SNES,1996,Role-Playing,SquareSoft,0,0,0.62,0,Role-Playing
Dragon Quest Monsters: Joker 2 Professional,DS,2011,Role-Playing,Square Enix,0,0,0.62,0,Role-Playing
Muramasa: The Demon Blade,Wii,2009,Role-Playing,Rising Star Games,0.33,0.13,0.11,0.04,Role-Playing
Final Fantasy IV Advance,GBA,2005,Role-Playing,Nintendo,0.27,0.1,0.22,0.01,Role-Playing
MonHun Nikki: Poka Poka Ailu Mura,PSP,2010,Role-Playing,Capcom,0,0,0.6,0,Role-Playing
Suikoden,PS,1995,Role-Playing,Konami Digital Entertainment,0.21,0.14,0.21,0.04,Role-Playing
Final Fantasy: The 4 Heroes of Light,DS,2009,Role-Playing,Square Enix,0.23,0.11,0.23,0.03,Role-Playing
Tales of Rebirth,PS2,2004,Role-Playing,Namco Bandai Games,0,0,0.59,0,Role-Playing
Tales of Zestiria,PS3,2015,Role-Playing,Namco Bandai Games,0.05,0.09,0.42,0.03,Role-Playing
Final Fantasy Anniversary Edition,PSP,2007,Role-Playing,Square Enix,0.39,0.02,0.13,0.04,Role-Playing
Dark Souls II,PS4,2015,Role-Playing,Namco Bandai Games,0.2,0.22,0.08,0.08,Role-Playing
Diablo,PS,1997,Role-Playing,Electronic Arts,0.29,0.19,0.07,0.04,Role-Playing
Romancing SaGa,PS2,2005,Role-Playing,Square Enix,0.06,0.04,0.47,0.01,Role-Playing
The Lord of the Rings: The Third Age,PS2,2004,Role-Playing,Electronic Arts,0.49,0.02,0,0.08,Role-Playing
Digimon World 2,PS,2000,Role-Playing,Namco Bandai Games,0.23,0.16,0.16,0.04,Role-Playing
Tales of Phantasia,PS,1998,Role-Playing,Namco Bandai Games,0,0,0.54,0.04,Role-Playing
Xenosaga Episode II: Jenseits von Gut und Böse,PS2,2004,Role-Playing,Sony Computer Entertainment,0.28,0.22,0,0.07,Role-Playing
Dragon Ball Z: Chou Saiya Densetsu,SNES,1992,Role-Playing,Namco Bandai Games,0,0,0.58,0,Role-Playing
Disgaea 4: A Promise Unforgotten,PS3,2011,Role-Playing,Nippon Ichi Software,0.27,0.11,0.14,0.06,Role-Playing
Parasite Eve II,PS,1999,Role-Playing,SquareSoft,0.32,0.22,0,0.04,Role-Playing
Shin Megami Tensei IV,3DS,2013,Role-Playing,Atlus,0.28,0,0.27,0.02,Role-Playing
Tales of the Abyss,PS2,2005,Role-Playing,Namco Bandai Games,0,0,0.57,0,Role-Playing
Beyond The Beyond,PS,1995,Role-Playing,Sony Computer Entertainment,0.11,0.08,0.35,0.04,Role-Playing
3D Dot Game Heroes,PS3,2009,Role-Playing,SouthPeak Games,0.36,0.12,0.03,0.07,Role-Playing
Breath of Fire IV,PS,2000,Role-Playing,Capcom,0.11,0.08,0.34,0.04,Role-Playing
Odin Sphere,PS2,2007,Role-Playing,Square Enix,0.23,0.18,0.09,0.06,Role-Playing
Xenoblade Chronicles,3DS,2015,Role-Playing,Nintendo,0.26,0.14,0.12,0.04,Role-Playing
Fullmetal Alchemist and the Broken Angel,PS2,2003,Role-Playing,Square Enix,0.15,0.12,0.26,0.04,Role-Playing
Final Fantasy IV: The Complete Collection,PSP,2011,Role-Playing,Square Enix,0.13,0.09,0.27,0.06,Role-Playing
Hamtaro: Ham-Hams Unite!,GB,2001,Role-Playing,Nintendo,0,0,0.56,0,Role-Playing
Soul Sacrifice,PSV,2013,Role-Playing,Sony Computer Entertainment,0.18,0.09,0.22,0.06,Role-Playing
Rune Factory: A Fantasy Harvest Moon,DS,2006,Role-Playing,Rising Star Games,0.37,0.02,0.14,0.03,Role-Playing
Lunar: Silver Star Story Complete,PS,1998,Role-Playing,Kadokawa Shoten,0.27,0.18,0.06,0.04,Role-Playing
Dragon Age: Inquisition,X360,2014,Role-Playing,Electronic Arts,0.35,0.16,0,0.05,Role-Playing
Shin Super Robot Taisen,PS,1996,Role-Playing,Banpresto,0,0,0.52,0.04,Role-Playing
Rune Factory 4,3DS,2012,Role-Playing,Xseed Games,0.31,0,0.21,0.03,Role-Playing
Medarot 2: Kabuto / Kuwagata Version,GB,1999,Role-Playing,Imagineer,0,0,0.54,0,Role-Playing
Sacred 2: Fallen Angel,X360,2009,Role-Playing,Deep Silver,0.29,0.17,0.04,0.05,Role-Playing
Two Worlds II,X360,2011,Role-Playing,Unknown,0.4,0.08,0.03,0.04,Role-Playing
Inazuma Eleven,DS,2008,Role-Playing,Nintendo,0,0.14,0.38,0.02,Role-Playing
Ninokuni: Shikkoku no Madoushi,DS,2010,Role-Playing,Level 5,0,0,0.54,0,Role-Playing
Tales of Symphonia,PS3,2013,Role-Playing,Namco Bandai Games,0.21,0.13,0.13,0.06,Role-Playing
Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon,PS2,2002,Role-Playing,Enix Corporation,0,0,0.54,0,Role-Playing
Valkyria Chronicles II,PSP,2010,Role-Playing,Sega,0.12,0.16,0.18,0.09,Role-Playing
Rune Factory 2: A Fantasy Harvest Moon,DS,2008,Role-Playing,Rising Star Games,0.33,0.03,0.15,0.03,Role-Playing
Inazuma Eleven GO,3DS,2011,Role-Playing,Nintendo,0,0.05,0.48,0,Role-Playing
"Magician's Quest: Mysterious Times",DS,2008,Role-Playing,Konami Digital Entertainment,0.04,0.01,0.48,0,Role-Playing
Tales of Symphonia: Dawn of the New World,Wii,2008,Role-Playing,Namco Bandai Games,0.22,0.05,0.24,0.03,Role-Playing
"Dragon's Crown",PS3,2013,Role-Playing,Nippon Ichi Software,0.25,0.07,0.17,0.05,Role-Playing
Tactics Ogre: Let Us Cling Together,PSP,2010,Role-Playing,Square Enix,0.15,0.07,0.27,0.05,Role-Playing
Mystery Dungeon: Shiren the Wanderer,DS,2006,Role-Playing,Sega,0.18,0,0.33,0.02,Role-Playing
X-Men Legends,GC,2004,Role-Playing,Activision,0.41,0.11,0,0.01,Role-Playing
Tales of Destiny,PS2,2006,Role-Playing,Namco Bandai Games,0,0,0.52,0,Role-Playing
Spectrobes: Beyond the Portals,DS,2008,Role-Playing,Disney Interactive Studios,0.37,0.11,0,0.04,Role-Playing
Final Fantasy Chronicles,PS,2001,Role-Playing,Square,0.29,0.2,0,0.03,Role-Playing
DC Universe Online,PS3,2011,Role-Playing,Sony Online Entertainment,0.35,0.12,0,0.06,Role-Playing
Final Fantasy Explorers,3DS,2014,Role-Playing,Square Enix,0.15,0.07,0.28,0.02,Role-Playing
Dragon Age: Origins,PC,2009,Role-Playing,Electronic Arts,0,0.46,0,0.06,Role-Playing
The 3rd Birthday,PSP,2010,Role-Playing,Square Enix,0.13,0.07,0.27,0.05,Role-Playing
Lords of the Fallen,PS4,2014,Role-Playing,Square Enix,0.17,0.23,0.02,0.09,Role-Playing
Summoner,PS2,2000,Role-Playing,THQ,0.25,0.2,0,0.07,Role-Playing
Disgaea 3: Absence of Justice,PS3,2008,Role-Playing,Square Enix,0.32,0.04,0.11,0.04,Role-Playing
Final Fantasy II Anniversary Edition,PSP,2007,Role-Playing,Square Enix,0.36,0.03,0.07,0.04,Role-Playing
Final Fantasy,WS,2000,Role-Playing,SquareSoft,0,0,0.51,0,Role-Playing
Atelier Rorona: Alchemist of Arland,PS3,2009,Role-Playing,Nippon Ichi Software,0.22,0.12,0.11,0.05,Role-Playing
Monster Hunter Freedom 2,PS3,2011,Role-Playing,Capcom,0,0,0.5,0,Role-Playing
Tactics Ogre: The Knight of Lodis,GBA,2001,Role-Playing,Nintendo,0.13,0.05,0.31,0.01,Role-Playing
RPG Maker,PS,1997,Role-Playing,ASCII Entertainment,0.11,0.07,0.29,0.03,Role-Playing
Monster Hunter,PS2,2004,Role-Playing,Capcom,0.11,0.08,0.28,0.03,Role-Playing
PoPoLoCrois Monogatari,PS,1996,Role-Playing,Sony Computer Entertainment,0,0,0.46,0.03,Role-Playing
Grandia III,PS2,2005,Role-Playing,Square Enix,0.12,0.1,0.24,0.03,Role-Playing
Tales of Legendia,PS2,2005,Role-Playing,Namco Bandai Games,0.07,0.05,0.35,0.02,Role-Playing
Children of Mana,DS,2006,Role-Playing,Nintendo,0.16,0.01,0.29,0.02,Role-Playing
Yu-Gi-Oh! Forbidden Memories (JP sales),PS,1999,Role-Playing,Konami Digital Entertainment,0,0,0.45,0.03,Role-Playing
Two Worlds II,PS3,2011,Role-Playing,Unknown,0.26,0.11,0.06,0.05,Role-Playing
Final Fantasy Crystal Chronicles: Echoes of Time,DS,2009,Role-Playing,Square Enix,0.12,0.06,0.27,0.02,Role-Playing
Fable,X360,2014,Role-Playing,Microsoft Game Studios,0.25,0.19,0.01,0.04,Role-Playing
Bravely Second: End Layer,3DS,2015,Role-Playing,Nintendo,0.16,0.11,0.18,0.03,Role-Playing
Dragon Age Origins: Awakening,X360,2010,Role-Playing,Electronic Arts,0.33,0.1,0,0.04,Role-Playing
Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,Wii,2011,Role-Playing,Square Enix,0,0,0.47,0,Role-Playing
Valkyrie Profile 2: Silmeria,PS2,2006,Role-Playing,Square Enix,0.04,0.03,0.39,0.01,Role-Playing
Shadowrun,X360,2007,Role-Playing,Microsoft Game Studios,0.41,0.02,0,0.04,Role-Playing
Quest 64,N64,1998,Role-Playing,Konami Digital Entertainment,0.38,0.08,0,0.01,Role-Playing
Inazuma Eleven Go 2: Chrono Stone,3DS,2012,Role-Playing,Level 5,0,0.01,0.46,0,Role-Playing
Sword Art Online: Lost Song,PSV,2015,Role-Playing,Namco Bandai Games,0.08,0.1,0.23,0.05,Role-Playing
.hack//Outbreak Part 3,PS2,2002,Role-Playing,Atari,0.14,0.11,0.17,0.04,Role-Playing
Mother 1+2,GBA,2003,Role-Playing,Nintendo,0,0,0.45,0.01,Role-Playing
Hyperdimension Neptunia,PS3,2010,Role-Playing,Tecmo Koei,0.22,0.11,0.07,0.05,Role-Playing
Tales of Vesperia,PS3,2009,Role-Playing,Namco Bandai Games,0,0,0.45,0,Role-Playing
Tales of Hearts,PSV,2013,Role-Playing,Namco Bandai Games,0.15,0.13,0.09,0.08,Role-Playing
Phantasy Star Online Episode I & II,GC,2002,Role-Playing,Infogrames,0.23,0.06,0.16,0.01,Role-Playing
God Eater 2,PSV,2013,Role-Playing,Namco Bandai Games,0,0,0.45,0,Role-Playing
Eternal Sonata,PS3,2008,Role-Playing,Atari,0.19,0.13,0.07,0.06,Role-Playing
Shin Megami Tensei: Persona 3,PS2,2006,Role-Playing,Tecmo Koei,0.22,0.03,0,0.2,Role-Playing
Persona,PS,1995,Role-Playing,Atlus,0,0,0.42,0.03,Role-Playing
Final Fantasy Collection,PS,1999,Role-Playing,Square,0,0,0.42,0.03,Role-Playing
Vandal Hearts,PS,1996,Role-Playing,Konami Digital Entertainment,0.14,0.09,0.19,0.03,Role-Playing
X-Men Legends II: Rise of Apocalypse,XB,2005,Role-Playing,Activision,0.3,0.12,0,0.02,Role-Playing
Blood Omen: Legacy of Kain,PS,1996,Role-Playing,Crystal Dynamics,0.25,0.17,0,0.03,Role-Playing
Alpha Protocol,PS3,2010,Role-Playing,Sega,0.19,0.18,0,0.07,Role-Playing
InuYasha: The Secret of the Cursed Mask,PS2,2004,Role-Playing,Namco Bandai Games,0.21,0.17,0,0.06,Role-Playing
Rune Factory 3: A Fantasy Harvest Moon,DS,2009,Role-Playing,Rising Star Games,0.28,0.03,0.1,0.02,Role-Playing
Atelier Totori: The Adventurer of Arland,PS3,2010,Role-Playing,Nippon Ichi Software,0.12,0.07,0.21,0.03,Role-Playing
EverQuest Online Adventures,PS2,2003,Role-Playing,Sony Online Entertainment,0.21,0.16,0,0.05,Role-Playing
Tales of the World: Radiant Mythology,PSP,2006,Role-Playing,Ubisoft,0.17,0.01,0.23,0.02,Role-Playing
Dawn of Mana,PS2,2006,Role-Playing,Square Enix,0.07,0.05,0.29,0.02,Role-Playing
Neon Genesis Evangelion 2nd Impression,SAT,1997,Role-Playing,Sega,0,0,0.42,0,Role-Playing
Valkyrie Profile: Covenant of the Plume,DS,2008,Role-Playing,Square Enix,0.23,0.02,0.16,0.02,Role-Playing
Mega Man Battle Network,GBA,2001,Role-Playing,Capcom,0.14,0.05,0.22,0.01,Role-Playing
Hometown Story,3DS,2013,Role-Playing,Rising Star Games,0.22,0.13,0.04,0.04,Role-Playing
Ragnarok Odyssey,PSV,2012,Role-Playing,GungHo,0.22,0.01,0.16,0.03,Role-Playing
Grandia,SAT,1997,Role-Playing,ESP,0,0,0.42,0,Role-Playing
Arc the Lad III,PS,1999,Role-Playing,Sony Computer Entertainment,0,0,0.39,0.03,Role-Playing
Lord of the Rings: The Third Age,XB,2004,Role-Playing,Electronic Arts,0.31,0.09,0,0.01,Role-Playing
TERA,PC,N/A,Role-Playing,Unknown,0.24,0.12,0,0.05,Role-Playing
Ogre Battle 64: Person of Lordly Caliber,N64,1999,Role-Playing,Nintendo,0.1,0.02,0.25,0.04,Role-Playing
"Rogue Galaxy: Director's Cut",PS2,2007,Role-Playing,Sony Computer Entertainment,0.2,0.16,0,0.05,Role-Playing
Marvel: Ultimate Alliance,Wii,2006,Role-Playing,Activision,0.37,0.01,0,0.03,Role-Playing
Marvel: Ultimate Alliance 2,PS2,2009,Role-Playing,Activision,0.23,0.02,0,0.16,Role-Playing
Dragon Quest X,WiiU,2013,Role-Playing,Square Enix,0,0,0.4,0,Role-Playing
Medarot: Kabuto / Kuwagata Version,GB,1997,Role-Playing,Imagineer,0,0,0.4,0,Role-Playing
Gauntlet: Seven Sorrows,PS2,2005,Role-Playing,Midway Games,0.2,0.15,0,0.05,Role-Playing
Mother 3,GBA,2006,Role-Playing,Nintendo,0,0,0.39,0.01,Role-Playing
Mystery Dungeon: Shiren the Wanderer,SNES,1995,Role-Playing,ChunSoft,0,0,0.4,0,Role-Playing
Mass Effect 2,PC,2010,Role-Playing,Electronic Arts,0.01,0.32,0,0.07,Role-Playing
Naruto: Path of the Ninja,DS,2007,Role-Playing,D3Publisher,0.37,0,0,0.03,Role-Playing
Tales of Phantasia,SNES,1995,Role-Playing,Namco Bandai Games,0,0,0.4,0,Role-Playing
Alpha Protocol,X360,2010,Role-Playing,Sega,0.23,0.13,0,0.04,Role-Playing
Dungeon Siege III,PS3,2011,Role-Playing,Square Enix,0.17,0.14,0.03,0.06,Role-Playing
Danball Senki,PSP,2011,Role-Playing,Level 5,0,0,0.39,0,Role-Playing
Rune Factory: Frontier,Wii,2008,Role-Playing,Rising Star Games,0.18,0.14,0.04,0.04,Role-Playing
Fire Emblem: Fuuin no Tsurugi,GBA,2002,Role-Playing,Nintendo,0,0,0.39,0,Role-Playing
Tear Ring Saga Yutona Eiyuu Senki,PS,2001,Role-Playing,Enterbrain,0,0,0.37,0.03,Role-Playing
Project X Zone,3DS,2012,Role-Playing,Namco Bandai Games,0.18,0.04,0.15,0.02,Role-Playing
Marvel: Ultimate Alliance,PS3,2006,Role-Playing,Activision,0.33,0.02,0,0.04,Role-Playing
From TV Animation One Piece: Yume no Lufy Kaizokudan Tanjou!,GB,2001,Role-Playing,Banpresto,0,0,0.39,0,Role-Playing
Phantasy Star Ø,DS,2008,Role-Playing,Sega,0.16,0,0.2,0.01,Role-Playing
Shin Megami Tensei: Nocturne,PS2,2003,Role-Playing,Ghostlight,0.07,0.05,0.25,0.02,Role-Playing
"Dragon's Crown",PSV,2013,Role-Playing,Nippon Ichi Software,0.16,0.05,0.12,0.05,Role-Playing
Fragile Dreams: Farewell Ruins of the Moon,Wii,2009,Role-Playing,Rising Star Games,0.17,0.12,0.06,0.03,Role-Playing
God Eater 2: Rage Burst,PSV,2015,Role-Playing,Namco Bandai Games,0,0.01,0.37,0,Role-Playing
Shin Megami Tensei: Devil Summoner,SAT,1995,Role-Playing,Atlus,0,0,0.38,0,Role-Playing
Tales of Zestiria,PS4,2015,Role-Playing,Namco Bandai Games,0.16,0.15,0.02,0.06,Role-Playing
Grandia Xtreme,PS2,2002,Role-Playing,Enix Corporation,0.07,0.05,0.25,0.02,Role-Playing
Final Fantasy Adventure,GB,1991,Role-Playing,SquareSoft,0,0,0.38,0,Role-Playing
Etrian Odyssey IV: Legends of the Titans,3DS,2012,Role-Playing,Atlus,0.12,0.05,0.2,0.01,Role-Playing
Shin Megami Tensei: Devil Survivor Overclocked,3DS,2011,Role-Playing,Ghostlight,0.28,0.01,0.06,0.02,Role-Playing
Dragon Ball Z: Attack of the Saiyans,DS,2009,Role-Playing,Namco Bandai Games,0.13,0.02,0.21,0.01,Role-Playing
Kingdom Under Fire: Circle of Doom,X360,2007,Role-Playing,Microsoft Game Studios,0.18,0.12,0.04,0.04,Role-Playing
Phantasy Star Portable 2: Infinity,PSP,2011,Role-Playing,Sega,0,0,0.37,0,Role-Playing
Dungeon Siege III,X360,2011,Role-Playing,Square Enix,0.21,0.12,0.01,0.03,Role-Playing
Fushigi no Dungeon: Furai no Shiren 2 - Oni Shuurai! Shiren Shiro!,N64,2000,Role-Playing,ChunSoft,0,0,0.32,0.05,Role-Playing
Custom Robo,GC,2004,Role-Playing,Nintendo,0.29,0.07,0,0.01,Role-Playing
Marvel: Ultimate Alliance,PSP,2006,Role-Playing,Activision,0.33,0,0,0.03,Role-Playing
Shin Megami Tensei II,SNES,1994,Role-Playing,Atlus,0,0,0.37,0,Role-Playing
Xenosaga Episode III: Also sprach Zarathustra,PS2,2006,Role-Playing,Namco Bandai Games,0.09,0.07,0.18,0.02,Role-Playing
Valkyrie Profile: Lenneth,PSP,2006,Role-Playing,Square Enix,0.17,0.01,0.16,0.02,Role-Playing
Okage: Shadow King,PS2,2001,Role-Playing,Sony Computer Entertainment,0.14,0.11,0.08,0.04,Role-Playing
Breath of Fire II,SNES,1994,Role-Playing,Laguna,0,0,0.36,0,Role-Playing
Arc the Lad: Twilight of the Spirits,PS2,2003,Role-Playing,Sony Computer Entertainment,0.18,0.14,0,0.05,Role-Playing
Toriko: Gourmet Survival!,PSP,2011,Role-Playing,Namco Bandai Games,0,0,0.36,0,Role-Playing
Dark Souls III,XOne,2016,Role-Playing,Namco Bandai Games,0.23,0.09,0,0.03,Role-Playing
Suikoden V,PS2,2006,Role-Playing,Konami Digital Entertainment,0.08,0.06,0.19,0.02,Role-Playing
Fossil Fighters: Frontier,3DS,2014,Role-Playing,Nintendo,0.08,0.04,0.23,0.01,Role-Playing
Persona 2: Eternal Punishment,PS,2000,Role-Playing,Atlus,0.03,0.02,0.28,0.02,Role-Playing
From TV Animation One Piece: Tobidase Kaizokudan!,PS,2001,Role-Playing,Namco Bandai Games,0,0,0.32,0.02,Role-Playing
EverGrace,PS2,2000,Role-Playing,Ubisoft,0.1,0.08,0.15,0.03,Role-Playing
Lunar 2: Eternal Blue Complete,PS,1999,Role-Playing,Kadokawa Shoten,0.19,0.13,0,0.02,Role-Playing
Etrian Odyssey,DS,2007,Role-Playing,Nintendo,0.2,0.03,0.09,0.02,Role-Playing
Radiant Historia,DS,2010,Role-Playing,Atlus,0.24,0,0.09,0.02,Role-Playing
Star Ocean: Second Evolution,PSP,2008,Role-Playing,Square Enix,0.14,0.02,0.16,0.02,Role-Playing
Persona 5,PS4,2016,Role-Playing,Atlus,0,0,0.34,0,Role-Playing
"Pandora's Tower",Wii,2011,Role-Playing,Nintendo,0.13,0.1,0.08,0.03,Role-Playing
Digimon World: Dawn / Dusk,DS,2007,Role-Playing,Namco Bandai Games,0.14,0,0.18,0.01,Role-Playing
Untold Legends: The Warriors Code,PSP,2006,Role-Playing,Ubisoft,0.14,0.12,0,0.08,Role-Playing
Tales of the World: Radiant Mythology 2,PSP,2009,Role-Playing,Namco Bandai Games,0,0,0.33,0,Role-Playing
Marvel: Ultimate Alliance 2,Wii,2009,Role-Playing,Activision,0.26,0.05,0,0.03,Role-Playing
Resonance of Fate,X360,2010,Role-Playing,Sega,0.12,0.13,0.06,0.03,Role-Playing
"Jeanne d'Arc",PSP,2006,Role-Playing,Sony Computer Entertainment,0.21,0,0.1,0.02,Role-Playing
Deus Ex: Mankind Divided,PS4,2016,Role-Playing,Square Enix,0.1,0.18,0,0.05,Role-Playing
Custom Robo,N64,N/A,Role-Playing,Nintendo,0,0,0.29,0.04,Role-Playing
Disgaea 2: Cursed Memories,PS2,2006,Role-Playing,Tecmo Koei,0.09,0.07,0.15,0.02,Role-Playing
Disgaea: Hour of Darkness,PS2,2003,Role-Playing,Tecmo Koei,0.16,0.13,0,0.04,Role-Playing
Eternal Sonata,X360,2007,Role-Playing,Atari,0.19,0.04,0.08,0.02,Role-Playing
Folklore,PS3,2007,Role-Playing,Sony Computer Entertainment,0.2,0.05,0.05,0.03,Role-Playing
Etrian Odyssey III: The Drowned City,DS,2010,Role-Playing,Atlus,0.13,0,0.19,0.01,Role-Playing
The Witcher: Enhanced Edition,PC,2008,Role-Playing,Atari,0.32,0.01,0,0,Role-Playing
Shin Megami Tensei: Devil Survivor 2,DS,2011,Role-Playing,Ghostlight,0.17,0.01,0.12,0.01,Role-Playing
Dragon Quest Monsters 1·2,PS,2002,Role-Playing,Enix Corporation,0,0,0.3,0.02,Role-Playing
Final Fantasy XI,PS2,N/A,Role-Playing,Unknown,0.08,0.06,0.15,0.02,Role-Playing
Monster Lab,Wii,2008,Role-Playing,Eidos Interactive,0.28,0.02,0,0.02,Role-Playing
Shin Momotarou Densetsu,SNES,1993,Role-Playing,Hudson Soft,0,0,0.32,0,Role-Playing
Live A Live,SNES,1994,Role-Playing,SquareSoft,0,0,0.32,0,Role-Playing
Fable III,PC,2011,Role-Playing,Microsoft Game Studios,0.09,0.17,0,0.05,Role-Playing
Might & Magic Heroes VI,PC,2011,Role-Playing,Ubisoft,0.12,0.14,0,0.05,Role-Playing
MonHun Nikki: Poka Poka Ailu Mura G,PSP,2011,Role-Playing,Capcom,0,0,0.31,0,Role-Playing
Lord of Arcana,PSP,2010,Role-Playing,Square Enix,0.07,0.04,0.17,0.03,Role-Playing
Shin Megami Tensei: Devil Summoner - Soul Hackers,SAT,1997,Role-Playing,Atlus,0,0,0.31,0,Role-Playing
Kingdoms of Amalur: Reckoning,PC,2012,Role-Playing,Electronic Arts,0.14,0.13,0,0.04,Role-Playing
The Legend of Heroes: Trails of Cold Steel,PSV,2013,Role-Playing,Nippon Ichi Software,0.08,0.05,0.14,0.04,Role-Playing
Fate/Extra,PSP,2010,Role-Playing,Marvelous Interactive,0.18,0.01,0.1,0.02,Role-Playing
RPG Tsukuru 2,SNES,1996,Role-Playing,ASCII Entertainment,0,0,0.31,0,Role-Playing
Orphen: Scion of Sorcery,PS2,2000,Role-Playing,Activision,0.15,0.12,0,0.04,Role-Playing
Magna Carta 2,X360,2009,Role-Playing,Banpresto,0.13,0.08,0.07,0.02,Role-Playing
Blazing Heroes,SAT,1995,Role-Playing,Sega,0,0,0.3,0,Role-Playing
Drakengard 3,PS3,2013,Role-Playing,Square Enix,0.1,0,0.19,0.02,Role-Playing
Disgaea 3: Absence of Detention,PSV,N/A,Role-Playing,Nippon Ichi Software,0.13,0.06,0.07,0.04,Role-Playing
Fossil Fighters (JP sales),DS,2008,Role-Playing,Nintendo,0,0,0.3,0,Role-Playing
Daikaijyuu Monogatari,SNES,1994,Role-Playing,Hudson Soft,0,0,0.3,0,Role-Playing
Glory of Heracles,DS,2008,Role-Playing,Nintendo,0.2,0,0.08,0.01,Role-Playing
Shin Megami Tensei: Persona 2: Innocent Sin,PSP,2011,Role-Playing,Atlus,0.13,0.03,0.11,0.03,Role-Playing
Eternal Ring,PS2,2000,Role-Playing,Ubisoft,0.1,0.07,0.1,0.03,Role-Playing
Shin Megami Tensei: Devil Summoner - Soul Hackers,3DS,2012,Role-Playing,Atlus,0.13,0.02,0.14,0.01,Role-Playing
Far East of Eden Zero,SNES,1995,Role-Playing,Hudson Soft,0,0,0.3,0,Role-Playing
Sword Art Online: Hollow Fragment,PSV,2014,Role-Playing,Namco Bandai Games,0,0,0.3,0,Role-Playing
Star Ocean 5: Integrity and Faithlessness,PS4,2016,Role-Playing,Square Enix,0.06,0.07,0.14,0.02,Role-Playing
Dragon Quest Builders: Revive Alefgard,PSV,2016,Role-Playing,Square Enix,0,0,0.3,0,Role-Playing
Final Fantasy XI: Wings of the Goddess,X360,2007,Role-Playing,Square Enix,0.25,0,0.02,0.02,Role-Playing
Grandia II,PS2,2002,Role-Playing,Ubisoft,0.14,0.11,0,0.04,Role-Playing
NieR,X360,2010,Role-Playing,Square Enix,0.13,0.1,0.04,0.02,Role-Playing
X-Men Legends II: Rise of Apocalypse,PSP,2005,Role-Playing,Activision,0.25,0.01,0,0.03,Role-Playing
